Date,VTI,VEA,BND,BNDX
2010-08-25,53.790000915527344,31.18000030517578,82.69000244140625,
2010-08-26,53.459999084472656,31.170000076293945,82.76000213623047,
2010-08-27,54.380001068115234,31.809999465942383,82.37999725341797,
2010-08-30,53.59000015258789,31.389999389648438,82.75,
2010-08-31,53.599998474121094,31.479999542236328,82.88999938964844,
2010-09-01,55.16999816894531,32.59000015258789,82.4000015258789,
2010-09-02,55.75,32.7599983215332,82.23999786376953,
2010-09-03,56.4900016784668,33.06999969482422,82.08999633789062,
2010-09-07,55.880001068115234,32.650001525878906,82.44000244140625,
2010-09-08,56.16999816894531,32.880001068115234,82.20999908447266,
2010-09-09,56.45000076293945,33.16999816894531,81.9000015258789,
2010-09-10,56.689998626708984,33.2599983215332,81.80000305175781,
